Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority
BR2 7DX,Yes,51.376568,0.00834,539875,166082,TQ398660,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1991-01-01,,"","",52,33,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,63,5,E01000765,
BR2 7DY,Yes,51.374051,0.009853,539988,165805,TQ399658,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",92,32,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,79,5,E01000768,
BR2 7EA,Yes,51.375996,0.011275,540081,166024,TQ400660,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",1,1,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,69,5,E01000765,
BR2 7EB,Yes,51.376397,0.011508,540096,166069,TQ400660,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",21,10,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,67,5,E01000765,
BR2 7EE,Yes,51.376565,0.011659,540106,166088,TQ401660,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",,,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,66,5,E01000765,
BR2 7EG,Yes,51.370084,0.017222,540513,165378,TQ405653,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",2015-12-01,,"","",,,"","","Bromley 034A","Rural hamlet and isolated dwellings",London,98,5,E01000759,
BR2 7EH,Yes,51.377216,0.010423,540018,166158,TQ400661,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",29,12,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,61,5,E01000765,
BR2 7EJ,Yes,51.37665,0.010915,540054,166096,TQ400660,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",12,6,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,64,5,E01000765,
BR2 7EN,Yes,51.37633,0.010686,540039,166060,TQ400660,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",,,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,66,5,E01000765,
BR2 7EQ,Yes,51.377274,0.011202,540072,166166,TQ400661,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",33,17,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,62,5,E01000765,
BR2 7ES,Yes,51.375595,0.010021,539995,165977,TQ399659,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",69,29,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,69,5,E01000768,
BR2 7ET,Yes,51.37543,0.008635,539899,165956,TQ398659,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",81,34,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,66,5,E01000768,
BR2 7EU,Yes,51.376056,0.005156,539655,166019,TQ396660,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",26,12,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,62,5,E01000768,
BR2 7EX,Yes,51.374542,0.004314,539601,165849,TQ396658,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",80,26,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,62,5,E01000768,
BR2 7EY,Yes,51.376108,0.006868,539774,166028,TQ397660,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",33,12,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,61,5,E01000768,
BR2 7EZ,Yes,51.376223,0.007463,539815,166042,TQ398660,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",17,12,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,62,5,E01000768,
BR2 7GP,Yes,51.378738,0.018623,540584,166343,TQ405663,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",2006-01-01,,"","",7,4,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,70,5,E01000765,
BR2 7HA,Yes,51.375784,0.007357,539809,165993,TQ398659,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",39,17,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,62,5,E01000768,
BR2 7HB,Yes,51.376126,0.008435,539883,166033,TQ398660,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",54,28,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,63,5,E01000768,
BR2 7HE,Yes,51.374072,0.004983,539649,165798,TQ396657,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",95,30,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,64,5,E01000768,
BR2 7HF,Yes,51.373298,0.004475,539616,165711,TQ396657,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",59,22,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,66,5,E01000768,
BR2 7HG,Yes,51.372787,0.00487,539645,165655,TQ396656,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",55,20,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,69,5,E01000768,
BR2 7HH,Yes,51.378313,0.005154,539648,166270,TQ396662,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",40,18,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,62,5,E01000766,
BR2 7HJ,Yes,51.377139,0.004428,539601,166138,TQ396661,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",31,12,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,62,5,E01000766,
BR2 7HL,Yes,51.376979,0.003228,539518,166118,TQ395661,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",21,11,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,64,5,E01000766,
BR2 7HN,Yes,51.377427,0.000704,539341,166163,TQ393661,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",60,22,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,74,5,E01000766,
BR2 7HQ,Yes,51.372511,0.005246,539672,165625,TQ396656,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",89,28,"Greater London","Bromley","Bromley 034E","Urban major conurbation",London,74,5,E01000768,
BR2 7HR,Yes,51.378487,0.00075,539341,166281,TQ393662,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",49,18,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,73,5,E01000766,
BR2 7HS,Yes,51.378644,0.001605,539400,166300,TQ394663,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",80,28,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,72,5,E01000766,
BR2 7HT,Yes,51.378581,0.00472,539617,166299,TQ396662,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",48,18,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,64,5,E01000766,
BR2 7HU,Yes,51.3808,0.004358,539585,166545,TQ395665,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",70,31,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,71,5,E01000766,
BR2 7HW,Yes,51.377719,0.001004,539361,166196,TQ393661,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",55,23,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,74,5,E01000766,
BR2 7HX,Yes,51.379958,0.003085,539499,166449,TQ394664,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",86,31,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,71,5,E01000766,
BR2 7HY,Yes,51.378962,0.002998,539496,166338,TQ394663,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",79,32,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,71,5,E01000766,
BR2 7HZ,Yes,51.379271,0.003817,539552,166374,TQ395663,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",42,15,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,69,5,E01000766,
BR2 7JA,Yes,51.3811,0.003638,539534,166577,TQ395665,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",99,35,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,74,5,E01000766,
BR2 7JB,Yes,51.381085,0.00506,539633,166578,TQ396665,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",60,21,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,70,5,E01000766,
BR2 7JD,Yes,51.3792,0.006946,539770,166372,TQ397663,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",77,26,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,60,5,E01000767,
BR2 7JE,Yes,51.37769,0.010573,540027,166211,TQ400662,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",79,27,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,59,5,E01000767,
BR2 7JF,Yes,51.378032,0.010516,540022,166249,TQ400662,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",58,20,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,58,5,E01000767,
BR2 7JG,Yes,51.377467,0.008853,539908,166183,TQ399661,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",52,21,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,59,5,E01000767,
BR2 7JH,Yes,51.377331,0.007353,539804,166165,TQ398661,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",32,11,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,59,5,E01000766,
BR2 7JJ,Yes,51.377806,0.005908,539702,166215,TQ397662,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",53,20,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,60,5,E01000766,
BR2 7JL,Yes,51.378368,0.006148,539717,166278,TQ397662,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",23,8,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,60,5,E01000766,
BR2 7JN,Yes,51.37955,0.009577,539952,166416,TQ399664,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",60,23,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,57,5,E01000767,
BR2 7JP,Yes,51.378704,0.007025,539777,166317,TQ397663,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",45,15,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,60,5,E01000766,
BR2 7JQ,Yes,51.377684,0.006693,539757,166203,TQ397662,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",66,27,"Greater London","Bromley","Bromley 027C","Urban major conurbation",London,58,5,E01000766,
BR2 7JR,Yes,51.378322,0.011449,540086,166283,TQ400662,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",79,27,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,58,5,E01000767,
BR2 7JS,Yes,51.379976,0.011507,540085,166467,TQ400664,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",87,27,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,55,5,E01000767,
BR2 7JT,Yes,51.379463,0.011513,540087,166410,TQ400664,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",53,19,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,56,5,E01000767,
BR2 7JU,Yes,51.378962,0.012439,540153,166356,TQ401663,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",51,18,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,58,5,E01000767,
BR2 7JW,Yes,51.379556,0.010324,540004,166418,TQ400664,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",54,19,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,57,5,E01000767,
BR2 7JX,Yes,51.379443,0.013725,540241,166412,TQ402664,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",57,20,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,61,5,E01000767,
BR2 7LA,Yes,51.381802,0.017206,540476,166681,TQ404666,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",73,27,"Greater London","Bromley","Bromley 027A","Urban major conurbation",London,61,5,E01000763,
BR2 7LB,Yes,51.38096,0.018074,540539,166589,TQ405665,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",4,2,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,61,5,E01000765,
BR2 7LD,Yes,51.378998,0.017629,540514,166370,TQ405663,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",43,21,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,68,5,E01000765,
BR2 7LE,Yes,51.379895,0.018286,540557,166471,TQ405664,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",56,21,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,65,5,E01000765,
BR2 7LF,Yes,51.379993,0.017859,540527,166481,TQ405664,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",,,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,64,5,E01000765,
BR2 7LG,Yes,51.379637,0.022313,540838,166450,TQ408664,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",100,38,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,67,5,E01000765,
BR2 7LH,Yes,51.378131,0.017318,540495,166273,TQ404662,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",30,13,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,71,5,E01000765,
BR2 7LJ,Yes,51.377731,0.016538,540442,166227,TQ404662,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",23,8,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,71,5,E01000767,
BR2 7LL,Yes,51.377137,0.016555,540445,166161,TQ404661,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",2002-09-01,,"","",,,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,72,5,E01000767,
BR2 7LN,Yes,51.378616,0.014235,540279,166321,TQ402663,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",52,19,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,64,5,E01000767,
BR2 7LP,Yes,51.377348,0.016852,540465,166185,TQ404661,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",31,22,"Greater London","Bromley","Bromley 027D","Urban major conurbation",London,72,5,E01000767,
BR2 7LQ,Yes,51.379362,0.022085,540823,166419,TQ408664,"Greater London","Bromley","Hayes and Coney Hall", E09000006,E05000119,England,E11000009,"Beckenham",1980-01-01,,"","",105,43,"Greater London","Bromley","Bromley 034D","Urban major conurbation",London,68,5,E01000765,
